UID;Latitude;Longitude;angle
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96617644749118;52.72935895428773;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96621664718589;52.72934411547424;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.966268987728;52.72933746049122;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96629308955838;52.72933476252513;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96634264220221;52.72932001364386;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96642088321877;52.72931542710151;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96654912654016;52.72932540957602;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96668060742086;52.72948234127016;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96681064938631;52.72971571533679;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96708961907983;52.73021052231736;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96717550433364;52.7305941730951;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96726138958744;52.73093213831375;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96734988287514;52.73141210648085;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96748711941682;52.73141030783678;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96763191026356;52.73141030783678;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.9677954969407;52.73141354539609;0
a39b01fd-b423-4173-8ad2-8e331854bfad;26.96790278605881;52.73141687288761;0
f2f52ddb-a9cb-4c9f-83a3-c757aa3e537d;26.84229789563623;52.7401501891151;0
f2f52ddb-a9cb-4c9f-83a3-c757aa3e537d;26.84208070936612;52.74025217223324;0
f2f52ddb-a9cb-4c9f-83a3-c757aa3e537d;26.84219330448421;52.74063312504489;0
f2f52ddb-a9cb-4c9f-83a3-c757aa3e537d;26.84232208739881;52.74097639626352;0
f2f52ddb-a9cb-4c9f-83a3-c757aa3e537d;26.84250716787247;52.74158262924353;0
f2f52ddb-a9cb-4c9f-83a3-c757aa3e537d;26.84277003970166;52.74194739425866;0
f2f52ddb-a9cb-4c9f-83a3-c757aa3e537d;26.843349382953;52.7423711547989;0
f2f52ddb-a9cb-4c9f-83a3-c757aa3e537d;26.8437195439003;52.74261792876378;0
f2f52ddb-a9cb-4c9f-83a3-c757aa3e537d;26.84373024583245;52.74266892032284;0
f2f52ddb-a9cb-4c9f-83a3-c757aa3e537d;26.84262497905831;52.74330096384509;0
fdf45165-e632-44c6-b365-692fe2953512;26.8440069672209;52.74326301245546;0
fdf45165-e632-44c6-b365-692fe2953512;26.84402261542421;52.74313279062562;0
fdf45165-e632-44c6-b365-692fe2953512;26.84375713556113;52.74288340862685;0
fdf45165-e632-44c6-b365-692fe2953512;26.84359885488395;52.74275741361054;0
fdf45165-e632-44c6-b365-692fe2953512;26.84375704562892;52.74266613242455;0
fdf45165-e632-44c6-b365-692fe2953512;26.84371684593421;52.74260713689942;0
fdf45165-e632-44c6-b365-692fe2953512;26.84342987227463;52.74243006039183;0
fdf45165-e632-44c6-b365-692fe2953512;26.84302760553088;52.7421323848001;0
fdf45165-e632-44c6-b365-692fe2953512;26.84277012963386;52.74193921042819;0
fdf45165-e632-44c6-b365-692fe2953512;26.84251256380464;52.7415878453113;0
fdf45165-e632-44c6-b365-692fe2953512;26.84208079929833;52.74025487019932;0
fdf45165-e632-44c6-b365-692fe2953512;26.84229789563623;52.7401501891151;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84060096489895;52.75891193522465;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84066112954271;52.75892776329236;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.8407430577796;52.75891697142801;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84084558049095;52.75890015410607;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84099756591392;52.75887092614011;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84109631147275;52.7588461048521;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84129650055649;52.75881597756411;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84145720940314;52.7587911562761;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84154956977556;52.75877811610668;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.8415658475043;52.7587789254965;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84157106357206;52.75879655220827;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84161980682606;52.75892920220762;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84168950428333;52.75911284376601;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84267462163434;52.75907372325774;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84330081956341;52.75904710332567;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84436921413434;52.75898729841071;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84488641423345;52.75889592729253;0
836e507f-6b2b-4ae3-b02a-3f20c9279fc5;26.84489630677577;52.75889970444504;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.83911096816064;52.75811000977103;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.83927356558355;52.75809202333045;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.83929622849869;52.7580999373643;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.83947276541307;52.75851983081983;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.83969202012383;52.75904917176634;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.83970865758138;52.75906212200356;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.8401619158842;52.75900312647842;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.84020877056193;52.7589595992922;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.84023943744313;52.75893918468214;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.84031902744273;52.75891706136022;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.84046094045897;52.75889331925864;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.84054574652635;52.75888837298748;0
d158f381-b3f3-4003-a258-a92a8b1fc91f;26.84060096489895;52.75891193522465;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68202396111586;52.72198865052798;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.6820374509463;52.72202974954472;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68206434067498;52.72206545262929;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68219303365739;52.72209144303594;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68231642063982;52.72210124564606;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68265438585847;52.72210448320537;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68300305300927;52.72210448320537;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68328741863496;52.72210772076467;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68368437937875;52.72211419588329;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68431201622307;52.72213047361202;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68480016822062;52.72214018628993;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68508444391411;52.7221727417474;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68539021340411;52.72219873215405;0
2f7fff18-c0b5-4003-b9b8-fa9a8fbed35e;26.68546107998003;52.72222903930643;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75630256481213;52.77790804465506;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.7562650630835;52.77790156953645;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75622747142267;52.77789014814667;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75619527569402;52.7778820542484;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75615507599931;52.7778755791298;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75611487630459;52.77786550672307;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75606667264381;52.77785084777399;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75602107701692;52.77782647614699;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75601028515257;52.77779239184207;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75602107701692;52.7777535411304;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75605597071167;52.77769994153745;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.7560907744742;52.77764805065635;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75612027223677;52.77760596238538;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75625705911744;52.77741125916602;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75633485047298;52.77730576869196;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.7564058069811;52.77719533194676;0
132a184a-3e65-4cdb-9cca-cce45374fd21;26.75646210454014;52.77712149760814;0
cadc577f-f968-47b7-82ea-dc4457d6682c;26.75618790125338;52.77800616068846;0
cadc577f-f968-47b7-82ea-dc4457d6682c;26.75620004210078;52.77799276079023;0
cadc577f-f968-47b7-82ea-dc4457d6682c;26.75621479098206;52.7779919514004;0
cadc577f-f968-47b7-82ea-dc4457d6682c;26.75624698671071;52.77799276079023;0
cadc577f-f968-47b7-82ea-dc4457d6682c;26.75628520789696;52.77799078228176;0
cadc577f-f968-47b7-82ea-dc4457d6682c;26.75630930972735;52.77797207638355;0
cadc577f-f968-47b7-82ea-dc4457d6682c;26.75632738610014;52.77795022285824;0
cadc577f-f968-47b7-82ea-dc4457d6682c;26.75632675657472;52.77793151696002;0
cadc577f-f968-47b7-82ea-dc4457d6682c;26.75630993925277;52.77792018550246;0
cadc577f-f968-47b7-82ea-dc4457d6682c;26.75630328426975;52.77791811706179;0
8c181986-e797-487a-bdc8-478da747930b;26.75612090176219;52.77798547628178;0
8c181986-e797-487a-bdc8-478da747930b;26.75613628016889;52.77798790445127;0
8c181986-e797-487a-bdc8-478da747930b;26.75615372701626;52.77798790445127;0
8c181986-e797-487a-bdc8-478da747930b;26.75616047193148;52.77798026021402;0
8c181986-e797-487a-bdc8-478da747930b;26.7561671269145;52.7779644321463;0
8c181986-e797-487a-bdc8-478da747930b;26.75617522081276;52.77794941346841;0
8c181986-e797-487a-bdc8-478da747930b;26.75618790125338;52.77792953845156;0
8c181986-e797-487a-bdc8-478da747930b;26.75619932264316;52.77791775733297;0
8c181986-e797-487a-bdc8-478da747930b;26.75621074403293;52.77791083255335;0
8c181986-e797-487a-bdc8-478da747930b;26.75623088884638;52.77790561648558;0
8c181986-e797-487a-bdc8-478da747930b;26.7562650630835;52.77791164194318;0
8c181986-e797-487a-bdc8-478da747930b;26.75628718640543;52.77791451977367;0
8c181986-e797-487a-bdc8-478da747930b;26.75629519037148;52.77791694794315;0
ce936059-0205-4dac-b507-fc7365306024;26.55201688935936;52.81276441753155;0
ce936059-0205-4dac-b507-fc7365306024;26.55197129373247;52.81284229881931;0
ce936059-0205-4dac-b507-fc7365306024;26.55199818346115;52.81290390237832;0
ce936059-0205-4dac-b507-fc7365306024;26.55212157044358;52.81295903081872;0
ce936059-0205-4dac-b507-fc7365306024;26.55232005081547;52.81302387193703;0
ce936059-0205-4dac-b507-fc7365306024;26.55247554359435;52.81306928769952;0
ce936059-0205-4dac-b507-fc7365306024;26.55265792610192;52.81313412881784;0
ce936059-0205-4dac-b507-fc7365306024;26.55279741094868;52.81317621708882;0
ce936059-0205-4dac-b507-fc7365306024;26.55288860220246;52.81321192017339;0
